Group,N,Model_Variant,TF,rs,Global_Score,Specificity_Score,Mean_MSE,Mean_WMSE,Mean_Pearson,Mean_Pearson_Pert,Mean_Pearson_TopK_DEGs,Mean_Rank_L1,Mean_Rank_Cosine,Matrix_Dist
test_seen,597,MLP_Concat_KDP,0.3,1,0.2410191931358260,0.3104199457980490,0.0210979215631501,0.159451095409691,0.3764572887725010,0.3726837311448190,0.7528789328138680,0.638609150114043,0.6019413305845470,323.45454222773700
test_unseen,145,MLP_Concat_KDP,0.3,1,0.0804218834939892,0.1485963611703500,0.0243020841241653,0.1959459260239740,0.4708790806346930,0.1381039025738030,0.7512452721595760,0.62406812787938,0.6570431383498530,67.90622855690860
Combined,742,MLP_Concat_KDP,0.3,1,0.2135191207741830,0.2820276216470110,0.0217240719288472,0.1665828345459050,0.3949089866431450,0.3268426595237990,0.7525918678426670,0.6357675756881320,0.6127092040696810,396.8851861649140
test_seen,597,Ridge_Concat_KDP,0.3,1,0.3257494950685650,0.4131829116841710,0.0217052876225468,0.1387028528680980,0.3596913820928870,0.3509305142566860,0.812016604800326,0.7054525890812590,0.6458473202720760,200.249758185092
test_unseen,145,Ridge_Concat_KDP,0.3,1,0.0300781910609566,0.160661132300331,0.0259947459887841,0.1991552604253750,0.4273757563068950,0.0692559122362641,0.6717455541545700,0.6319419237749550,0.6288612778630930,48.50972216288210
Combined,742,Ridge_Concat_KDP,0.3,1,0.2757400669463480,0.3697980175648960,0.0225435240957333,0.150516328738455,0.3729181129029020,0.2958862860990560,0.7873683371149690,0.6910872973435040,0.6425279454077870,251.48704551190000
test_seen,597,KNN_KDP,0.3,1,0.1825646281752500,0.2126091062816120,0.0235879917437338,0.179072346313321,0.3842571691202910,0.2687903114989740,0.7805388145085710,0.6010099982594030,0.5588423448777850,395.33998396244600
test_unseen,145,KNN_KDP,0.3,1,0.1528060801209330,0.193303192400177,0.0223840036423753,0.1795176902759200,0.5160692039560530,0.1775213356918380,0.7985202781389180,0.6595188235841590,0.6655125878356370,68.5267761597988
Combined,742,KNN_KDP,0.3,1,0.1771687739854130,0.2085442228155780,0.0233527110500721,0.1791593744461740,0.4100155856313230,0.2509547299733200,0.7836984966161400,0.6124436635856700,0.5796876079894950,471.9217305630400
test_seen,597,KRR_KDP,0.3,1,0.2465611892608750,0.2786513600664690,0.021424748813727,0.1659133753215340,0.3934527048799780,0.3566191865941870,0.805395358737326,0.6186691441914930,0.5841375116699110,344.8708863224440
test_unseen,145,KRR_KDP,0.3,1,0.0943312650135133,0.1899692727543110,0.024412085634019,0.1947288873523170,0.4308601754567400,0.1308404002474300,0.7496992142757110,0.6144725208246080,0.6779654707059430,49.39152711212750
Combined,742,KRR_KDP,0.3,1,0.2202231169708080,0.2618433614691500,0.0220085275724094,0.1715444389933180,0.4007627901005050,0.3124979951921920,0.7956084962919940,0.6178490493286920,0.602473164042181,401.2796817139090
test_seen,597,RIDGE_LatentReg_KDP,0.3,1,0.244321690081014,0.2807405925236080,0.0213149499068635,0.1674286364679820,0.3959793346106330,0.3608885377372820,0.7952838710559420,0.6262576942291300,0.5916424226395130,353.7577569233260
test_unseen,145,RIDGE_LatentReg_KDP,0.3,1,0.0938554216430201,0.1784191108978800,0.0241492701601576,0.1937895805346760,0.4612768425742010,0.1386189362775150,0.7438322532153740,0.6200102377960820,0.676373958769603,57.55937811040120
Combined,742,RIDGE_LatentReg_KDP,0.3,1,0.2182937423767330,0.2618565055537290,0.0218688265062269,0.1725800338934150,0.4087396292935400,0.3174531034897530,0.7862428519465770,0.6250368301013780,0.6082004721528060,418.35838517645000
test_seen,597,BalancedKRR_lambda0.5_KDP,0.3,1,0.3218812494645990,0.3464153011676590,0.0196424464256431,0.1466171319297640,0.4200122082506020,0.4199408224569480,0.8493743101301320,0.6683417085427140,0.6187482622288230,331.99846901970700
test_unseen,145,BalancedKRR_lambda0.5_KDP,0.3,1,-0.0500121872390366,0.1567350292161690,0.0286876925136575,0.2201589351704980,0.3048601263538480,0.0315957534435222,0.6063472306405410,0.5616175717809110,0.7036902601330910,36.53273549573620
Combined,742,BalancedKRR_lambda0.5_KDP,0.3,1,0.2590418053567910,0.312563709895355,0.0214100484239747,0.1609885085738420,0.3975094429203730,0.3440512874071540,0.806669871242185,0.6474859136229540,0.6353474397168540,371.29128260730900
test_seen,359,DNN_KP,0.5,1,0.1922049337787600,0.2239330792808970,0.0228627923555661,0.1729543034283700,0.2749890074356650,0.4275236479074770,0.7423753123274530,0.5999269009896060,0.4963644317936390,263.8359500622200
test_unseen,145,DNN_KP,0.5,1,0.1363821248984940,0.1655085885213070,0.0218841481600599,0.1723531459684450,0.5176932765748990,0.2603565357478540,0.7830667125907810,0.6453417426475630,0.7070816480427780,73.71320408384280
Combined,504,DNN_KP,0.5,1,0.1775174255870580,0.2070813472982950,0.0225812379739225,0.1727813513813680,0.3448146404221510,0.3794299350837760,0.7536784790672660,0.6129926788475500,0.5569874404367450,354.1245452563210
test_seen,359,Ridge_Concat_KP,0.5,1,0.1485043661670150,0.2657784553316400,0.028243173623307,0.1767562405695580,0.2398012323157630,0.295333339914464,0.6417243564680510,0.6081893042857060,0.5243469544847900,148.39017552533600
test_unseen,145,Ridge_Concat_KP,0.5,1,0.0819806111165193,0.2290623556469910,0.0274836498698026,0.1719275146620120,0.3937694116784580,0.1751498206522240,0.7129831370982260,0.6579694248303280,0.7169808733804070,38.26005756292110
