Group,N,Model_Variant,TF,rs,Global_Score,Specificity_Score,Mean_MSE,Mean_WMSE,Mean_Pearson,Mean_Pearson_Pert,Mean_Pearson_TopK_DEGs,Mean_Rank_L1,Mean_Rank_Cosine,Matrix_Dist
test_seen,848,DNN_DP,0.1,1,0.2941124508354510,0.3083175783876530,0.0102656398649175,0.1102399222793050,0.3354711545459890,0.4375286225446560,0.7281339149774330,0.6567257815438830,0.6708903363756950,495.4903624078250
test_unseen,106,DNN_DP,0.1,1,-0.0453199238235635,0.034518205435184,0.0159218481583696,0.1596069152559780,0.1715611903488920,0.1726159033848540,0.3160514670113720,0.4630065928844360,0.4940109683422760,77.41230958125960
Combined,954,DNN_DP,0.1,1,0.2524485412374230,0.2761970630512320,0.0108941074530789,0.1157251437211570,0.3172589363018670,0.4080938759713450,0.6746289046492660,0.6352014272483890,0.6512370732608710,575.2710429865270
test_seen,848,DNN_KP,0.1,1,0.1832407049723390,0.2318530390983160,0.0122047764823534,0.1251470437334910,0.2719067407064320,0.3471326525183000,0.5979101662719090,0.5823924944069370,0.6485378843374450,469.4695875831940
test_unseen,106,DNN_KP,0.1,1,0.2074429530233550,0.2543948737598960,0.0134403115426155,0.1299946129341880,0.2901730733168010,0.329467961032001,0.6081051227652970,0.55520798273575,0.6660892118236350,57.431374610107
Combined,954,DNN_KP,0.1,1,0.1862525914069380,0.2345657674904180,0.0123420581557159,0.1256856625335690,0.2739363332186960,0.3451699090198230,0.5992338849965630,0.5793719931101390,0.6504880318359100,526.7058016767500
test_seen,848,Ridge_Concat_KP,0.1,1,0.2015977531569310,0.2752310981464980,0.0131378499104615,0.1205261127031350,0.2571876975444810,0.2644754617259850,0.6046144187703960,0.620067710705023,0.6473957611514780,294.0736376918200
test_unseen,106,Ridge_Concat_KP,0.1,1,0.2004887989038730,0.2814442457605400,0.0147096137911573,0.1278758353018070,0.2607645652869730,0.2413618175874660,0.5741988867848070,0.5915084440396760,0.6544576214140050,38.50739509705310
Combined,954,Ridge_Concat_KP,0.1,1,0.2014782797084220,0.2760693438286370,0.0133124903416499,0.1213427485474310,0.2575851272936470,0.2619072790439280,0.600665249469306,0.6168944588533180,0.6481804122917590,332.35034217484000
test_seen,848,KNN_KP,0.1,1,0.1190558261609620,0.3233635552745710,0.0230636226290611,0.1226120038239370,0.2028336008363940,0.210647970067422,0.5433009050608770,0.6778556791858880,0.683292829000772,188.02164863866000
test_unseen,106,KNN_KP,0.1,1,0.1307292223049180,0.3482440020027100,0.0256518635256553,0.1290212309711290,0.2267221634190140,0.2097831560659220,0.5057727287437670,0.6553980478726560,0.717337504207171,24.86135540200190
Combined,954,KNN_KP,0.1,1,0.1202445189321950,0.3261516118798670,0.0233512049509049,0.1233241401736250,0.2054878855677960,0.2105518796228110,0.5384282261313200,0.6753603868177510,0.6870755706903720,213.34601809626300
test_seen,848,RIDGE_LatentReg_KP,0.1,1,0.1964717059646000,0.2228015616458470,0.0122568157872481,0.1251643066540620,0.2992712958853620,0.3051778677466110,0.6521301968001430,0.6025819655902910,0.6341765823912570,471.4546721079930
test_unseen,106,RIDGE_LatentReg_KP,0.1,1,0.1933839701060390,0.2275355975054470,0.0136878362156091,0.1343547076447090,0.2998948377603000,0.2885354491821030,0.6201389843557530,0.5619295571086340,0.64180641073868,59.32605378125420
Combined,954,RIDGE_LatentReg_KP,0.1,1,0.1960235790248780,0.2233369293799150,0.012415818057066,0.1261854623196900,0.299340578315911,0.3033287101283320,0.6479764402868630,0.5980650313145510,0.6350243410965260,531.0517022881560
test_seen,848,LLM_KNN_KP,0.1,1,0.1940160154242930,0.2875556406673910,0.0146763229852593,0.118930307889265,0.2644479883330950,0.2511357794810800,0.5936228220390680,0.650444722722683,0.6518664990397750,296.4912812602670
test_unseen,106,LLM_KNN_KP,0.1,1,0.2210014860012580,0.3277979497880690,0.0154592884489804,0.1142438645539760,0.2778337729010180,0.265339494879139,0.5541114174974460,0.6311152467877010,0.6666534676988260,36.649896932518000
Combined,954,LLM_KNN_KP,0.1,1,0.1970709134983970,0.2922452079281460,0.014763319147895,0.1184095919631220,0.2659352977295310,0.2527139700808640,0.5884926396726160,0.6482970031743520,0.6535094955574470,333.21197057267900
test_seen,848,LLMRidge_Concat_KP,0.1,1,0.0377561309348775,0.0440870068413026,0.0137760460701823,0.1456049069427600,0.2440927642873560,0.2187691389391550,0.5621123888709030,0.5221643667465200,0.540564552851967,702.9702873184110
test_unseen,106,LLMRidge_Concat_KP,0.1,1,0.0365209783636709,0.0445807001997606,0.0151357005025207,0.1537383488914990,0.2469650986516530,0.1948664173322160,0.53482315532471,0.4742026173553230,0.5312023599754500,88.36651591317530
Combined,954,LLMRidge_Concat_KP,0.1,1,0.037597143460992,0.0441641540988091,0.0139271187848866,0.1465086227148420,0.2444119125500550,0.2161132809828280,0.5585691398683220,0.5168352834808320,0.5395243091990210,791.7025488396760
test_seen,848,DNN_MultiCtx,0.1,1,0.3390598743286080,0.3633523639599270,0.0101660667001028,0.1007653977534520,0.3442625318466350,0.4536919393904010,0.7582075220839910,0.6685355580193630,0.7074457027460450,421.21120717519800
test_unseen,106,DNN_MultiCtx,0.1,1,0.2615311902554590,0.2896711667147040,0.0126700792055278,0.1230174670747950,0.3218365631303490,0.3784549826395320,0.6875400138005880,0.5718386822150510,0.678690926369558,55.95373372443180
Combined,954,DNN_MultiCtx,0.1,1,0.3297966717166430,0.3548997811041020,0.0104442903118167,0.1032378499002680,0.3417707575448260,0.4453322775291940,0.749032014174756,0.6577914607077730,0.7042507275931020,476.7164132856780
test_seen,848,MLP_Concat_KDP,0.1,1,0.238756570522066,0.2698179331271290,0.0114781457707307,0.1197707424261720,0.3001402820987870,0.3848898511970280,0.673825408207711,0.6103367716644560,0.6698868023520560,466.25266963069800
test_unseen,106,MLP_Concat_KDP,0.1,1,0.1857343889915540,0.2277547661758080,0.0136152679465254,0.1369003603859930,0.2825092669408370,0.3208431743555840,0.5989004791175060,0.5350333603912170,0.6568235363994540,59.75358884077680
Combined,954,MLP_Concat_KDP,0.1,1,0.2323170193450440,0.2649839502887710,0.0117156037902635,0.1216740333105970,0.2981812804145700,0.377773553770201,0.6640971144534020,0.6019697259674290,0.6684353283573220,525.8921215581440
test_seen,848,KNN_KDP,0.1,1,0.1788377697272600,0.2368236281753530,0.0140431364295819,0.1258801816358480,0.2757048319333370,0.2219883694037470,0.6269887386225890,0.6400876576451720,0.6357047753865650,388.80917282246500
test_unseen,106,KNN_KDP,0.1,1,0.1662032166890820,0.2415577835423670,0.0156915302409666,0.1363583279625900,0.278596233771172,0.2247338861841120,0.557373018083613,0.5937159714110360,0.635856975984478,47.70429818782700
Combined,954,KNN_KDP,0.1,1,0.177077759089643,0.2373369948550530,0.0142262912975135,0.127044420116597,0.276026098804208,0.2222934268237870,0.6179497954091000,0.6349352480636020,0.6357216865641110,436.689844918356
test_seen,848,KRR_KDP,0.1,1,0.2579405652834780,0.2913054443194360,0.0114545450750552,0.1158692114470290,0.3129981423787350,0.3424064431954930,0.6863659746497300,0.6434026609119170,0.6613091231265710,396.86537793793300
