Group,N,Model_Variant,TF,rs,Global_Score,Specificity_Score,Mean_MSE,Mean_WMSE,Mean_Pearson,Mean_Pearson_Pert,Mean_Pearson_TopK_DEGs,Mean_Rank_L1,Mean_Rank_Cosine,Matrix_Dist
test_seen,597,RIDGE_LatentReg_KP,0.3,1,0.2005509921092290,0.2389691447492300,0.0204030881254013,0.1492806264235380,0.4008673869656610,0.3531555369933890,0.7755176281667850,0.6273585652056960,0.5809479245078290,368.3608797016160
test_unseen,145,RIDGE_LatentReg_KP,0.3,1,0.2227245390950030,0.2550540736251020,0.0200896798728194,0.1329489873415370,0.3881472355772780,0.3854970527409340,0.8279213550627000,0.6585043510633350,0.5734375727116200,90.67885255303860
Combined,742,RIDGE_LatentReg_KP,0.3,1,0.2046117554859160,0.2419487688203250,0.02034184257739,0.1460891336110170,0.3983816430959630,0.3594756445181790,0.7857382131996760,0.6334450058382530,0.5794802681595130,459.4150804948690
test_seen,597,LLM_KNN_KP,0.3,1,0.1953694408912060,0.3004614687109560,0.0239325041495838,0.1415627556385740,0.3518368319909040,0.2960410991938120,0.7398675511216860,0.634329994552158,0.6117248410292580,233.24016021810900
test_unseen,145,LLM_KNN_KP,0.3,1,0.2378091609951500,0.3322985337329690,0.0226276645348029,0.1210452781839390,0.3495167376418390,0.3294954803720580,0.8035854836966110,0.696477267439155,0.5945739680766900,56.183069746095100
Combined,742,LLM_KNN_KP,0.3,1,0.2033310669979090,0.3064887009321540,0.0236775152760754,0.1375532755429910,0.3513834442811810,0.3025786804213670,0.7522948074749520,0.6464746772591860,0.608373255344457,289.24679838329200
test_seen,597,DNN_MultiCtx,0.3,1,0.3651888419950150,0.3914670091684250,0.0167633856459906,0.108223535264447,0.4468601015957040,0.4900419300925890,0.8685384401107940,0.7242826819658350,0.6392714811122640,322.4650963733780
test_unseen,145,DNN_MultiCtx,0.3,1,0.2884370995326470,0.3135552702882060,0.0187107387849868,0.1183561710913510,0.4222835835262110,0.4216215606558180,0.856763315234672,0.6947461491926100,0.603136488435944,85.92330703184540
Combined,742,DNN_MultiCtx,0.3,1,0.351018714918536,0.3767424730192820,0.0171439330922904,0.1102036325621570,0.4420574127546310,0.4766713727228690,0.8662418732023300,0.7185107180141940,0.6322100607105570,408.174940425671
test_seen,597,MLP_Concat_KDP,0.3,1,0.3060178631069470,0.3748982359964250,0.0186228097921121,0.128780046807672,0.3974259878437380,0.4383660731709130,0.8027861961840530,0.6675573097154690,0.6741105437217580,260.7070844515270
test_unseen,145,MLP_Concat_KDP,0.3,1,0.1926850036045970,0.2756793982975740,0.0212301035925489,0.138571910064162,0.3748555986226760,0.3740537978514340,0.7642237326299600,0.6368746800688720,0.6111312764670300,75.86978706163630
Combined,742,MLP_Concat_KDP,0.3,1,0.2852522663477390,0.3559347961630900,0.0191323213838417,0.1306935510828620,0.3930153322681930,0.4257983104737100,0.7952651483277590,0.6615613780459860,0.6618032745142970,336.45678149768100
test_seen,597,Ridge_Concat_KDP,0.3,1,0.3432033052302960,0.4301551109159720,0.0199463059127305,0.1126865110160640,0.3799179740188390,0.3937250280799510,0.8313382020392480,0.7254084186112750,0.6730729671750570,189.0141567953440
test_unseen,145,Ridge_Concat_KDP,0.3,1,0.0760950884677768,0.1467804677762480,0.0258463695838019,0.1653300012389150,0.333740167086944,0.1802139182364200,0.7540478891439060,0.5846433058774260,0.5328679789659830,76.15390530202080
Combined,742,Ridge_Concat_KDP,0.3,1,0.2931810590323150,0.3757848037592230,0.0210992833147593,0.1229739855205290,0.3708940090523640,0.3520011589056760,0.8162638502334190,0.6979004114058730,0.6456744182662750,265.7667691151140
